identification_id,organism_id,identification_type,taxon_formula,verbatim_identification,type_status,identified_by,identified_by_id,date_identified,identification_references,identification_verification_status,identification_remarks,type_designation_type,type_designated_by
ind_155_9.08_L375,org_point_155_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_156_9.08_L375,org_point_156_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_157_9.08_L375,org_point_157_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_158_9.08_L375,org_point_158_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_159_9.08_L375,org_point_159_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_160_9.08_L375,org_point_160_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_161_9.08_L375,org_point_161_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_162_9.08_L375,org_point_162_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_163_9.08_L375,org_point_163_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_164_9.08_L375,org_point_164_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_165_9.08_L375,org_point_165_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_166_9.08_L375,org_point_166_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_167_9.08_L375,org_point_167_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_168_9.08_L375,org_point_168_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_169_9.08_L375,org_point_169_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_170_9.08_L375,org_point_170_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_171_9.08_L375,org_point_171_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_172_9.08_L375,org_point_172_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_173_9.08_L375,org_point_173_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_174_9.08_L375,org_point_174_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_175_9.08_L375,org_point_175_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_176_9.08_L375,org_point_176_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_177_9.08_L375,org_point_177_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_178_9.08_L375,org_point_178_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_179_9.08_L375,org_point_179_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_180_9.08_L375,org_point_180_9.08_L375,human,NaN,sp1,,,,,,,,,
ind_181_9.08_L375,org_point_181_9.08_L375,human,NaN,sp1,,,,,,,,,
ind_182_9.08_L375,org_point_182_9.08_L375,human,NaN,sp1,,,,,,,,,
ind_183_9.08_L375,org_point_183_9.08_L375,human,37188001.0,thalassina,,,,,,,,,
ind_184_9.08_L375,org_point_184_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_185_9.08_L375,org_point_185_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_186_9.08_L375,org_point_186_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_187_9.08_L375,org_point_187_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_188_9.08_L375,org_point_188_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_189_9.08_L375,org_point_189_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_190_9.08_L375,org_point_190_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_191_9.08_L375,org_point_191_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_192_9.08_L375,org_point_192_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_193_9.08_L375,org_point_193_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_194_9.08_L375,org_point_194_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_195_9.08_L375,org_point_195_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_196_9.08_L375,org_point_196_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_197_9.08_L375,org_point_197_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_198_9.08_L375,org_point_198_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_199_9.08_L375,org_point_199_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_200_9.08_L375,org_point_200_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_201_9.08_L375,org_point_201_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_202_9.08_L375,org_point_202_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_203_9.08_L375,org_point_203_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_204_9.08_L375,org_point_204_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_205_9.08_L375,org_point_205_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_206_9.08_L375,org_point_206_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_207_9.08_L375,org_point_207_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_208_9.08_L375,org_point_208_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_209_9.08_L375,org_point_209_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_210_9.08_L375,org_point_210_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_211_9.08_L375,org_point_211_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_212_9.08_L375,org_point_212_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_213_9.08_L375,org_point_213_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_214_9.08_L375,org_point_214_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_215_9.08_L375,org_point_215_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_216_9.08_L375,org_point_216_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_217_9.08_L375,org_point_217_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_218_9.08_L375,org_point_218_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_219_9.08_L375,org_point_219_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_220_9.08_L375,org_point_220_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_221_9.08_L375,org_point_221_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_222_9.08_L375,org_point_222_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_223_9.08_L375,org_point_223_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_224_9.08_L375,org_point_224_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_225_9.08_L375,org_point_225_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_226_9.08_L375,org_point_226_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_227_9.08_L375,org_point_227_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_228_9.08_L375,org_point_228_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_229_9.08_L375,org_point_229_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_230_9.08_L375,org_point_230_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_231_9.08_L375,org_point_231_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_232_9.08_L375,org_point_232_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_233_9.08_L375,org_point_233_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_234_9.08_L375,org_point_234_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_235_9.08_L375,org_point_235_9.08_L375,human,37353018.0,carpenteri,,,,,,,,,
ind_236_9.08_L375,org_point_236_9.08_L375,human,37017009.0,falcata,,,,,,,,,
ind_237_9.08_L375,org_point_237_9.08_L375,human,37346002.0,multidens,,,,,,,,,
ind_238_9.08_L375,org_point_238_9.08_L375,human,37351005.0,grandoculis,,,,,,,,,
ind_0_10.01_L373,org_point_0_10.01_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_1_10.01_L373,org_point_1_10.01_L373,human,37351031.0,ravus,,,,,,,,,
ind_2_10.01_L373,org_point_2_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_3_10.01_L373,org_point_3_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_4_10.01_L373,org_point_4_10.01_L373,human,37351031.0,ravus,,,,,,,,,
ind_5_10.01_L373,org_point_5_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_6_10.01_L373,org_point_6_10.01_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_7_10.01_L373,org_point_7_10.01_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_8_10.01_L373,org_point_8_10.01_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_9_10.01_L373,org_point_9_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_10_10.01_L373,org_point_10_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_11_10.01_L373,org_point_11_10.01_L373,human,37351031.0,ravus,,,,,,,,,
ind_12_10.01_L373,org_point_12_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_13_10.01_L373,org_point_13_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_14_10.01_L373,org_point_14_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_15_10.01_L373,org_point_15_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_16_10.01_L373,org_point_16_10.01_L373,human,37351031.0,ravus,,,,,,,,,
ind_17_10.01_L373,org_point_17_10.01_L373,human,37384201.0,solatus,,,,,,,,,
ind_18_10.01_L373,org_point_18_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_19_10.01_L373,org_point_19_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_20_10.01_L373,org_point_20_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_21_10.01_L373,org_point_21_10.01_L373,human,37337025.0,dumerili,,,,,,,,,
ind_22_10.01_L373,org_point_22_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_23_10.01_L373,org_point_23_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_24_10.01_L373,org_point_24_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_25_10.01_L373,org_point_25_10.01_L373,human,37337025.0,dumerili,,,,,,,,,
ind_26_10.01_L373,org_point_26_10.01_L373,human,37351031.0,ravus,,,,,,,,,
ind_27_10.01_L373,org_point_27_10.01_L373,human,37351031.0,ravus,,,,,,,,,
ind_28_10.01_L373,org_point_28_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_29_10.01_L373,org_point_29_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_30_10.01_L373,org_point_30_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_31_10.01_L373,org_point_31_10.01_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_32_10.01_L373,org_point_32_10.01_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_33_10.01_L373,org_point_33_10.01_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_34_10.01_L373,org_point_34_10.01_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_35_10.01_L373,org_point_35_10.01_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_36_10.01_L373,org_point_36_10.01_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_37_10.01_L373,org_point_37_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_38_10.01_L373,org_point_38_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_39_10.01_L373,org_point_39_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_40_10.01_L373,org_point_40_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_41_10.01_L373,org_point_41_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_42_10.01_L373,org_point_42_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_43_10.01_L373,org_point_43_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_44_10.01_L373,org_point_44_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_45_10.01_L373,org_point_45_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_46_10.01_L373,org_point_46_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_47_10.01_L373,org_point_47_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_48_10.01_L373,org_point_48_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_49_10.01_L373,org_point_49_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_50_10.01_L373,org_point_50_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_51_10.01_L373,org_point_51_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_52_10.01_L373,org_point_52_10.01_L373,human,37437028.0,hexacanthus,,,,,,,,,
ind_53_10.01_L373,org_point_53_10.01_L373,human,37355015.0,spilurus,,,,,,,,,
ind_54_10.01_L373,org_point_54_10.01_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_55_10.01_L373,org_point_55_10.01_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_56_10.01_L373,org_point_56_10.01_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_57_10.01_L373,org_point_57_10.01_L373,human,37355015.0,spilurus,,,,,,,,,
ind_58_10.01_L373,org_point_58_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_59_10.01_L373,org_point_59_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_60_10.01_L373,org_point_60_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_61_10.01_L373,org_point_61_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_62_10.01_L373,org_point_62_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_63_10.01_L373,org_point_63_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_64_10.01_L373,org_point_64_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_65_10.01_L373,org_point_65_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_66_10.01_L373,org_point_66_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_67_10.01_L373,org_point_67_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_68_10.01_L373,org_point_68_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_69_10.01_L373,org_point_69_10.01_L373,human,37311009.0,areolatus,,,,,,,,,
ind_70_10.01_L373,org_point_70_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_71_10.01_L373,org_point_71_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_72_10.01_L373,org_point_72_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_73_10.01_L373,org_point_73_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_74_10.01_L373,org_point_74_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_75_10.01_L373,org_point_75_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_76_10.01_L373,org_point_76_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_77_10.01_L373,org_point_77_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_78_10.01_L373,org_point_78_10.01_L373,human,37351009.0,miniatus,,,,,,,,,
ind_79_10.01_L373,org_point_79_10.01_L373,human,37018007.0,plumbeus,,,,,,,,,
ind_80_10.01_L373,org_point_80_10.01_L373,human,37311009.0,areolatus,,,,,,,,,
ind_81_10.01_L373,org_point_81_10.01_L373,human,37018007.0,plumbeus,,,,,,,,,
ind_82_10.01_L373,org_point_82_10.01_L373,human,37018007.0,plumbeus,,,,,,,,,
ind_83_10.01_L373,org_point_83_10.01_L373,human,37351031.0,ravus,,,,,,,,,
ind_84_10.01_L373,org_point_84_10.01_L373,human,37351031.0,ravus,,,,,,,,,
ind_85_10.01_L373,org_point_85_10.01_L373,human,37384201.0,solatus,,,,,,,,,
ind_86_10.01_L373,org_point_86_10.01_L373,human,37351003.0,griseus,,,,,,,,,
ind_87_10.01_L373,org_point_87_10.01_L373,human,37351003.0,griseus,,,,,,,,,
ind_88_10.01_L373,org_point_88_10.01_L373,human,37384201.0,solatus,,,,,,,,,
ind_89_10.01_L373,org_point_89_10.01_L373,human,37336001.0,naucrates,,,,,,,,,
ind_90_10.01_L373,org_point_90_10.01_L373,human,37336001.0,naucrates,,,,,,,,,
ind_91_10.01_L373,org_point_91_10.01_L373,human,37384201.0,solatus,,,,,,,,,
ind_92_10.01_L373,org_point_92_10.01_L373,human,37384201.0,solatus,,,,,,,,,
ind_93_10.01_L373,org_point_93_10.01_L373,human,37384011.0,zamboangae,,,,,,,,,
ind_94_10.01_L373,org_point_94_10.01_L373,human,37365080.0,semicirculatus,,,,,,,,,
ind_95_10.01_L373,org_point_95_10.01_L373,human,37365080.0,semicirculatus,,,,,,,,,
ind_96_10.01_L373,org_point_96_10.01_L373,human,37384011.0,zamboangae,,,,,,,,,
ind_97_10.01_L373,org_point_97_10.01_L373,human,37384011.0,zamboangae,,,,,,,,,
ind_0_10.02_L369,org_point_0_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_1_10.02_L369,org_point_1_10.02_L369,human,37390005.0,nebulosa,,,,,,,,,
ind_2_10.02_L369,org_point_2_10.02_L369,human,37327090.0,quinquelineatus,,,,,,,,,
ind_3_10.02_L369,org_point_3_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_4_10.02_L369,org_point_4_10.02_L369,human,37327090.0,quinquelineatus,,,,,,,,,
ind_5_10.02_L369,org_point_5_10.02_L369,human,37327090.0,quinquelineatus,,,,,,,,,
ind_6_10.02_L369,org_point_6_10.02_L369,human,37384201.0,solatus,,,,,,,,,
ind_7_10.02_L369,org_point_7_10.02_L369,human,37390005.0,nebulosa,,,,,,,,,
ind_8_10.02_L369,org_point_8_10.02_L369,human,37390005.0,nebulosa,,,,,,,,,
ind_9_10.02_L369,org_point_9_10.02_L369,human,37384201.0,solatus,,,,,,,,,
ind_10_10.02_L369,org_point_10_10.02_L369,human,37351003.0,griseus,,,,,,,,,
ind_11_10.02_L369,org_point_11_10.02_L369,human,37386001.0,ghobban,,,,,,,,,
ind_12_10.02_L369,org_point_12_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_13_10.02_L369,org_point_13_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_14_10.02_L369,org_point_14_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_15_10.02_L369,org_point_15_10.02_L369,human,37351003.0,griseus,,,,,,,,,
ind_16_10.02_L369,org_point_16_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_17_10.02_L369,org_point_17_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_18_10.02_L369,org_point_18_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_19_10.02_L369,org_point_19_10.02_L369,human,37384201.0,solatus,,,,,,,,,
ind_20_10.02_L369,org_point_20_10.02_L369,human,37384201.0,solatus,,,,,,,,,
ind_21_10.02_L369,org_point_21_10.02_L369,human,37327090.0,quinquelineatus,,,,,,,,,
ind_22_10.02_L369,org_point_22_10.02_L369,human,37355016.0,chrysopleuron,,,,,,,,,
ind_23_10.02_L369,org_point_23_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_24_10.02_L369,org_point_24_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_25_10.02_L369,org_point_25_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_26_10.02_L369,org_point_26_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_27_10.02_L369,org_point_27_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_28_10.02_L369,org_point_28_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_29_10.02_L369,org_point_29_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_30_10.02_L369,org_point_30_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_31_10.02_L369,org_point_31_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_32_10.02_L369,org_point_32_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_33_10.02_L369,org_point_33_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_34_10.02_L369,org_point_34_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_35_10.02_L369,org_point_35_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_36_10.02_L369,org_point_36_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_37_10.02_L369,org_point_37_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_38_10.02_L369,org_point_38_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_39_10.02_L369,org_point_39_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_40_10.02_L369,org_point_40_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_41_10.02_L369,org_point_41_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_42_10.02_L369,org_point_42_10.02_L369,human,37384201.0,solatus,,,,,,,,,
ind_43_10.02_L369,org_point_43_10.02_L369,human,37384201.0,solatus,,,,,,,,,
ind_44_10.02_L369,org_point_44_10.02_L369,human,37384201.0,solatus,,,,,,,,,
ind_45_10.02_L369,org_point_45_10.02_L369,human,37384201.0,solatus,,,,,,,,,
ind_46_10.02_L369,org_point_46_10.02_L369,human,37384201.0,solatus,,,,,,,,,
ind_47_10.02_L369,org_point_47_10.02_L369,human,37311009.0,areolatus,,,,,,,,,
ind_48_10.02_L369,org_point_48_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_49_10.02_L369,org_point_49_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_50_10.02_L369,org_point_50_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_51_10.02_L369,org_point_51_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_52_10.02_L369,org_point_52_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_53_10.02_L369,org_point_53_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_54_10.02_L369,org_point_54_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_55_10.02_L369,org_point_55_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_56_10.02_L369,org_point_56_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_57_10.02_L369,org_point_57_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_58_10.02_L369,org_point_58_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_59_10.02_L369,org_point_59_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_60_10.02_L369,org_point_60_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_61_10.02_L369,org_point_61_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_62_10.02_L369,org_point_62_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_63_10.02_L369,org_point_63_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_64_10.02_L369,org_point_64_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_65_10.02_L369,org_point_65_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_66_10.02_L369,org_point_66_10.02_L369,human,37311022.0,rivulatus,,,,,,,,,
ind_67_10.02_L369,org_point_67_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_68_10.02_L369,org_point_68_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_69_10.02_L369,org_point_69_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_70_10.02_L369,org_point_70_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_71_10.02_L369,org_point_71_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_72_10.02_L369,org_point_72_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_73_10.02_L369,org_point_73_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_74_10.02_L369,org_point_74_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_75_10.02_L369,org_point_75_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_76_10.02_L369,org_point_76_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_77_10.02_L369,org_point_77_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_78_10.02_L369,org_point_78_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_79_10.02_L369,org_point_79_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_80_10.02_L369,org_point_80_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_81_10.02_L369,org_point_81_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_82_10.02_L369,org_point_82_10.02_L369,human,37351009.0,miniatus,,,,,,,,,
ind_83_10.02_L369,org_point_83_10.02_L369,human,37311009.0,areolatus,,,,,,,,,
ind_84_10.02_L369,org_point_84_10.02_L369,human,37390005.0,nebulosa,,,,,,,,,
ind_85_10.02_L369,org_point_85_10.02_L369,human,37390005.0,nebulosa,,,,,,,,,
ind_86_10.02_L369,org_point_86_10.02_L369,human,37390005.0,nebulosa,,,,,,,,,
ind_0_10.03_L367,org_point_0_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_1_10.03_L367,org_point_1_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_2_10.03_L367,org_point_2_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_3_10.03_L367,org_point_3_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_4_10.03_L367,org_point_4_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_5_10.03_L367,org_point_5_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_6_10.03_L367,org_point_6_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_7_10.03_L367,org_point_7_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_8_10.03_L367,org_point_8_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_9_10.03_L367,org_point_9_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_10_10.03_L367,org_point_10_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_11_10.03_L367,org_point_11_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_12_10.03_L367,org_point_12_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_13_10.03_L367,org_point_13_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_14_10.03_L367,org_point_14_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_15_10.03_L367,org_point_15_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_16_10.03_L367,org_point_16_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_17_10.03_L367,org_point_17_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_18_10.03_L367,org_point_18_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_19_10.03_L367,org_point_19_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_20_10.03_L367,org_point_20_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_21_10.03_L367,org_point_21_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
ind_22_10.03_L367,org_point_22_10.03_L367,human,37346006.0,quinquelineatus,,,,,,,,,
